episode,success,steps,total_reward,final_exploration_rate
1,False,50,-8.726094718319995,1.1753038143277887
2,False,50,-8.335585011609101,1.151217530242334
3,False,50,-7.55577381896686,1.1277260855008078
4,False,50,-10.708189151328526,1.1048147898403269
5,False,50,-10.70903085200403,1.0824693157914678
6,False,50,-10.3166545392222,1.060675689718653
7,False,50,-10.324225413386522,1.039420283081803
8,False,50,-11.224622027130891,1.018689803913795
9,False,50,-9.962545066539473,0.9984712885083942
10,False,50,-11.934015236429229,0.9787520933134615
11,False,50,-9.537950432611265,0.9595198870243695
12,False,50,-7.955297466240573,0.9407626428726787
13,False,50,-12.045790955015732,0.9224686311052575
14,False,50,-12.346069970175856,0.9046264116491338
15,False,50,-9.951059656799753,0.8872248269575027
16,False,50,-11.163851938502237,0.8702529950324074
17,False,50,-10.35093540686093,0.8537003026197314
18,False,50,-7.978402836257827,0.8375563985722541
19,False,50,-8.749769243465712,0.8218111873766076
20,False,50,-8.075722496769709,0.806454822840097
21,False,50,-11.572902940852986,0.7914777019334303
22,False,50,-7.574817205848504,0.7768704587855093
23,False,50,-9.164880045627115,0.7626239588265293
24,False,50,-9.560399298547456,0.748729293075715
25,False,50,-8.362347414496025,0.7351777725701358
26,False,50,-6.772963804853685,0.7219609229311035
27,False,50,-8.369548146396244,0.7090704790647584
28,False,50,-9.156046459531247,0.6964983799935336
29,False,50,-6.890955363358899,0.6842367638152613
30,False,50,-7.95228676942816,0.6722779627867691
31,False,50,-6.77547426439066,0.6606144985288935
32,False,50,-8.760479193561176,0.6492390773499115
33,False,50,-8.370501179887697,0.6381445856844652
34,False,50,-8.355754618166575,0.6273240856451275
35,False,50,-7.967039511010333,0.6167708106838277
36,False,50,-7.167055676554241,0.606478161360422
37,False,50,-8.748204617329781,0.5964397012157661
38,False,50,-8.361911357201505,0.5866491527467055
39,False,50,-9.167177087661193,0.5771003934804696
40,False,50,-7.974004873404024,0.5677874521460121
41,False,50,-7.568942562727566,0.5587045049399046
42,False,50,-8.351842789951075,0.5498458718844501
43,False,50,-8.354232631725957,0.5412060132757354
44,False,50,-7.166675603388001,0.5327795262194028
45,False,50,-7.657929899570253,0.524561141251978
46,False,50,-7.1762777184721145,0.5165457190456344
47,False,50,-7.571564126884789,0.5087282471943398
48,False,50,-7.968829353054296,0.5011038370793723
