episode,success,steps,total_reward,final_exploration_rate
1,False,50,-10.79443961686552,1.1753038143277887
2,False,50,-9.515958994574042,1.151217530242334
3,False,50,-7.951220027548088,1.1277260855008078
4,False,50,-9.134495185676313,1.1048147898403269
5,False,50,-10.720283494047496,1.0824693157914678
6,False,50,-9.933243976582872,1.060675689718653
7,False,50,-10.732342534237956,1.039420283081803
8,False,50,-9.684770992747241,1.018689803913795
9,False,50,-8.357929590319383,0.9984712885083942
10,False,50,-10.317844434509505,0.9787520933134615
11,False,50,-9.55698494081744,0.9595198870243695
12,False,50,-9.652286162727487,0.9407626428726787
13,False,50,-9.940141028382786,0.9224686311052575
14,False,50,-12.742277291438132,0.9046264116491338
15,False,50,-8.772262819829303,0.8872248269575027
16,False,50,-8.483786386272179,0.8702529950324074
17,False,50,-9.944150332014118,0.8537003026197314
18,False,50,-11.159361552186272,0.8375563985722541
19,False,50,-9.142430961905907,0.8218111873766076
20,False,50,-7.963549364919915,0.806454822840097
21,False,50,-8.368994702446301,0.7914777019334303
22,False,50,-8.869178600943679,0.7768704587855093
23,False,50,-7.310169617367546,0.7626239588265293
24,False,50,-7.567606519046363,0.748729293075715
25,False,50,-9.525572564055338,0.7351777725701358
26,False,50,-8.360822647861786,0.7219609229311035
27,False,50,-8.368719743807514,0.7090704790647584
28,False,50,-9.159962980410238,0.6964983799935336
29,False,50,-7.180949933919857,0.6842367638152613
30,False,50,-9.965278276245197,0.6722779627867691
31,False,50,-9.14261456396759,0.6606144985288935
32,False,50,-10.32191476054994,0.6492390773499115
33,False,50,-7.567874902427931,0.6381445856844652
34,False,50,-9.55656850982454,0.6273240856451275
35,False,50,-9.178620822743929,0.6167708106838277
36,False,50,-8.37012120294048,0.606478161360422
37,False,50,-7.957881101515222,0.5964397012157661
38,False,50,-9.1656053037023,0.5866491527467055
39,False,50,-7.570071524003174,0.5771003934804696
40,False,50,-8.77179002425468,0.5677874521460121
41,False,50,-8.363138967758424,0.5587045049399046
42,False,50,-8.35516795315424,0.5498458718844501
43,False,50,-8.772135051024527,0.5412060132757354
44,False,50,-5.691899789815477,0.5327795262194028
45,False,50,-9.17220507499144,0.524561141251978
46,False,50,-7.5783939582858775,0.5165457190456344
47,False,50,-6.778277319225024,0.5087282471943398
48,False,50,-7.979157906661738,0.5011038370793723
49,False,50,-7.962504143030997,0.4936677208122451
50,False,50,-7.167752599522729,0.48641524825313087
51,False,50,-8.36466027234336,0.4793418841029192
52,False,50,-8.747785314222323,0.47244320506708815
