episode,success,steps,total_reward,final_exploration_rate,avg_cycle_time,max_steps_env
1,False,1000,-132.1500178256143,0.6348438618025656,0.00141544246673584,1000
2,False,1000,-121.57571695689376,0.5181113343099678,0.0014056097507476808,1000
3,True,825,-95.80769328480582,0.5034966450970927,0.0013387800275455023,1000
4,False,1000,-113.58916500781385,0.5004487262932428,0.0013569024085998535,1000
5,False,1000,-117.7700792489853,0.5000590977305739,0.0013596374988555909,1000
6,False,1000,-118.20976445860488,0.5000056827723662,0.0013399156093597412,1000
7,False,1000,-117.02634831548326,0.49999598148443913,0.001346592140197754,1000
8,True,768,-95.68745887142241,0.49997611498702943,0.0013554707487900472,1000
9,False,1000,-114.45167769568337,0.49999797075496205,0.0013454647541046142,1000
10,False,1000,-122.64834841029038,0.49998312703559566,0.0013417969703674317,1000
11,False,1000,-117.84833822758972,0.4999986696497476,0.001342701482772827,1000
12,True,636,-60.89586873572951,0.49999688967244904,0.00134433862244152,1000
13,False,1000,-119.51735158361157,0.4999999374004491,0.00134471492767334,1000
14,False,1000,-116.21046005205972,0.4999999651829614,0.001347198247909546,1000
15,False,1000,-118.94406195772241,0.4999994963480662,0.0013453649044036864,1000
16,False,1000,-120.68602498331475,0.4999998462576235,0.0013482807159423827,1000
17,False,1000,-120.48563800771493,0.49999991676971756,0.0013413663864135742,1000
18,False,1000,-108.49315517331935,0.49999789102844366,0.0013527753353118897,1000
19,False,1000,-112.41962585522991,0.49999958890887813,0.0013534089088439942,1000
20,False,1000,-120.34811078212142,0.49999998282783054,0.0013426720142364502,1000
21,True,632,-76.51804711521608,0.4999999910944748,0.0013671672796901268,1000
22,False,1000,-112.10153384860908,0.49999983313566077,0.0013554837703704833,1000
23,False,1000,-118.05168549116313,0.49999865297718316,0.0013631351470947265,1000
24,True,969,-104.42627229698316,0.4999999969429849,0.0013725727568868022,1000
25,False,1000,-103.18646273077636,0.499999994228185,0.0013463422298431397,1000
26,False,1000,-107.50788517915785,0.49999979199823485,0.0013499775409698486,1000
27,False,1000,-119.56720138952198,0.4999996766087236,0.0013391223430633545,1000
28,False,1000,-114.56613657763083,0.4999999966049957,0.001344582748413086,1000
29,False,1000,-113.06337561591003,0.49999999676664975,0.0013474234104156493,1000
30,True,788,-76.2542836580402,0.4999999852230683,0.0013455380269182407,1000
31,True,725,-90.08773006344842,0.4999999999989583,0.0013394970729433257,1000
32,False,1000,-117.1482024034593,0.49999998254416234,0.001342505979537964,1000
33,True,717,-86.73553603060562,0.49999999938381584,0.0013472359838546937,1000
34,True,654,-60.84077018821593,0.49999999768412806,0.0013432607136835588,1000
35,False,1000,-124.76354934601079,0.499999998383711,0.0013416569232940674,1000
36,False,1000,-111.836733754172,0.49999999871116085,0.0013501374244689942,1000
37,True,416,-37.403701397425536,0.4999998406055539,0.001345833487133989,1000
38,False,1000,-123.12728630071321,0.4999999990811805,0.001344043254852295,1000
39,False,1000,-115.23561091650099,0.49999999660864614,0.0013416417598724364,1000
40,False,1000,-107.80523227061828,0.4999999999414387,0.001342787218093872,1000
41,True,817,-85.63528726834276,0.4999999999916824,0.0013527764538656395,1000
42,False,1000,-107.20468520988723,0.4999999999751709,0.0013443005084991454,1000
43,True,937,-101.6185401627086,0.4999999999209795,0.0013415074877816322,1000
44,False,1000,-111.36241003752279,0.499999999961691,0.0013513237953186035,1000
45,False,1000,-115.62920547716774,0.49999999999978956,0.0013434274673461914,1000
46,False,1000,-110.10681473027617,0.49999999977650617,0.0013377773284912109,1000
47,False,1000,-119.51302130905312,0.49999999952643465,0.0013424706935882568,1000
48,True,641,-82.35275548754093,0.49999999999999256,0.0013366818985961343,1000
49,False,1000,-121.12355927696667,0.49999999999944045,0.0013376811504364015,1000
50,False,1000,-121.64400735693017,0.49999999976483056,0.0013561353206634522,1000
51,False,1000,-115.18289856155208,0.49999999999976863,0.0013793606758117675,1000
52,True,764,-84.97033231205974,0.49999999999096933,0.0013847641295787552,1000
53,True,423,-37.63875237877113,0.49999999465653433,0.0014068836400092128,1000
54,True,331,-26.394410384424617,0.4999999998058522,0.0013917363245944988,1000
55,False,1000,-103.25744728518568,0.4999999999997892,0.0013818097591400146,1000
