episode,success,steps,total_reward,final_exploration_rate,avg_cycle_time,max_steps_env
1,False,500,-83.0778668231566,0.8675112548571589,0.001436684036254883,500
2,False,500,-66.63022089269528,0.6350645224466833,0.0014364330291748047,500
3,False,500,-64.5274528189204,0.5496377321310635,0.001375224018096924,500
4,False,500,-65.84520653607082,0.5182424252237506,0.001375003719329834,500
5,False,500,-56.408275950150255,0.5067042965856184,0.0013804680824279784,500
6,False,500,-64.6216411297703,0.5024639044511152,0.0013784146308898925,500
7,False,500,-64.04384159769018,0.5009055126166775,0.0013411096572875977,500
8,False,500,-59.159707540796006,0.5003327860780441,0.0013648363113403321,500
9,False,500,-60.9178263267155,0.500122302629141,0.0013348228454589843,500
10,False,500,-58.76527861430911,0.5000449475927079,0.001427468204498291,500
11,False,500,-54.3806549908393,0.5000165187461989,0.0013291069030761718,500
12,True,492,-60.43744043127712,0.5000061688384055,0.0013644251396985557,500
13,False,500,-65.5483493047285,0.5000022671175435,0.0014203899383544922,500
14,False,500,-60.35109397304704,0.5000008331912132,0.001375113582611084,500
15,False,500,-61.372926633161725,0.5000003062071483,0.001535703659057617,500
16,False,500,-60.20148476467602,0.5000001125345733,0.0013562735557556152,500
17,False,500,-60.20228552293245,0.5000000413577222,0.0013409944534301759,500
18,False,500,-57.391589437428856,0.5000000151994284,0.0013090182304382324,500
19,False,500,-57.22372334475912,0.500000005585961,0.0013435590744018554,500
20,False,500,-58.91655989786758,0.5000000020529035,0.0013097086906433105,500
21,False,500,-59.1929006546038,0.5000000007544652,0.0013153949737548828,500
22,False,500,-62.06944921042903,0.5000000002772744,0.0013186933517456054,500
23,False,500,-58.07268459030506,0.5000000001019015,0.0013221081733703613,500
24,False,500,-57.82603952955565,0.5000000000374499,0.0013024483680725099,500
25,False,500,-57.26867688582737,0.5000000000137633,0.0013186476707458495,500
26,False,500,-60.70840120230674,0.5000000000050582,0.0013159671783447265,500
27,False,500,-57.26143961517082,0.500000000001859,0.0013464705467224121,500
28,False,500,-56.27768365954022,0.5000000000006832,0.0013812373161315918,500
29,False,500,-54.63873811440813,0.500000000000251,0.0013846863746643067,500
30,False,500,-60.191268500566196,0.5000000000000923,0.0013509172439575194,500
31,False,500,-60.075577359666234,0.5000000000000339,0.0013705644607543946,500
32,False,500,-61.12883428723642,0.5000000000000124,0.0014000493049621582,500
33,False,500,-57.425793532465406,0.5000000000000046,0.0014000385284423829,500
34,False,500,-61.267447535474695,0.5000000000000017,0.0013837946891784667,500
35,False,500,-62.00536445254843,0.5000000000000007,0.0013650266647338867,500
36,False,500,-53.416916861843966,0.5000000000000002,0.0014007257461547851,500
37,False,500,-62.37233148182909,0.5000000000000001,0.0013868979454040528,500
38,False,500,-60.556637349159395,0.5,0.0014506054878234862,500
39,False,500,-56.616542732918866,0.5,0.00140350923538208,500
40,False,500,-62.98000352957641,0.5,0.0013929155349731446,500
41,False,500,-57.68316070844417,0.5,0.0014023436546325683,500
42,False,500,-55.8232322125156,0.5,0.0013422289848327637,500
43,False,500,-60.42363250051063,0.5,0.0013117838859558106,500
44,False,500,-61.17745412727334,0.5,0.0013170308113098145,500
45,False,500,-61.75340459361926,0.5,0.0012962597846984862,500
46,False,500,-55.856388405888936,0.5,0.0013306493759155274,500
47,False,500,-63.945105916063056,0.5,0.0013245877265930176,500
48,False,500,-51.91065883058954,0.5,0.0013820870399475099,500
49,False,500,-55.292329538557674,0.5,0.0013096577644348144,500
50,False,500,-63.76333298596875,0.5,0.0013195640563964843,500
51,False,500,-57.551892748283315,0.5,0.0016016071319580078,500
52,False,500,-56.17424535441005,0.5,0.0015500605583190917,500
53,False,500,-60.945935435059965,0.5,0.0015122506141662599,500
54,False,500,-60.380110753706816,0.5,0.0015556521415710449,500
55,False,500,-60.094415221995725,0.5,0.0014972431182861327,500
56,False,500,-56.88079784807621,0.5,0.0015160810470581055,500
57,True,275,-31.58299673830329,0.5,0.0016044212446886523,500
58,False,500,-59.22167050377608,0.5,0.0015965818405151368,500
59,False,500,-60.28167093378047,0.5,0.0015909908294677734,500
60,False,500,-58.48461021240129,0.5,0.001531384563446045,500
61,False,500,-53.90427862225892,0.5,0.0015775060653686523,500
62,False,500,-56.75025240540117,0.5,0.001622811508178711,500
63,False,500,-58.08821864026839,0.5,0.0015910624504089355,500
64,False,500,-50.605357532504634,0.5,0.0017521154403686524,500
65,False,500,-52.558806813976084,0.5,0.0016320332527160644,500
66,False,500,-53.65343132906889,0.5,0.001718062400817871,500
67,False,500,-65.23485429241923,0.5,0.0018084975242614746,500
68,True,337,-38.208325763377296,0.5,0.0020343046137355865,500
69,False,500,-60.42106546079177,0.5,0.0017766422271728516,500
70,False,500,-53.97371541564455,0.5,0.0015624361038208009,500
71,True,418,-46.85398010596094,0.5,0.0015416497183462965,500
72,False,500,-56.564662089814824,0.5,0.0013565053939819335,500
73,False,500,-54.78729797713699,0.5,0.0013939511299133301,500
74,False,500,-61.73583023814039,0.5,0.0014833342552185058,500
75,False,500,-57.88344955699842,0.5,0.001491771125793457,500
76,False,500,-59.34766838960924,0.5,0.0014766791343688965,500
77,False,500,-59.366555595489196,0.5,0.0015076574325561523,500
78,False,500,-63.17068318662185,0.5,0.001395528793334961,500
79,False,500,-60.15184283838751,0.5,0.0013882768630981445,500
80,False,500,-56.20714669917329,0.5,0.0013455778121948241,500
81,False,500,-57.65567935049061,0.5,0.0013934551239013673,500
82,False,500,-57.25783084917273,0.5,0.0013843677520751954,500
83,False,500,-54.45372602571006,0.5,0.0014387932777404785,500
84,False,500,-53.30538817168345,0.5,0.0013723065376281738,500
85,False,500,-57.30766951926213,0.5,0.0013903088569641113,500
86,False,500,-60.52486686237371,0.5,0.0013519767761230469,500
87,True,209,-12.528605681713287,0.5,0.0013614999457807293,500
