episode,success,steps,total_reward,final_exploration_rate,avg_cycle_time,max_steps_env
1,False,500,-74.87087407140666,0.7673806827919135,0.0014245749473571778,500
2,False,500,-61.90058998756244,0.534890175112142,0.0013583356857299804,500
3,False,500,-63.56400470517681,0.44963642830929046,0.0013230658531188965,500
4,False,500,-66.72606529189639,0.4181555062964872,0.001317798137664795,500
5,False,500,-54.17728441521547,0.4065986353969006,0.0013203131675720214,500
6,False,500,-56.02244749619458,0.40246312857237193,0.0013924312591552734,500
7,False,500,-56.86979039868615,0.4007736481667369,0.0013561643600463868,500
8,False,500,-60.42892413403949,0.4003321028220139,0.0013245187759399414,500
9,False,500,-59.32595449438846,0.40011588031306755,0.0013627435684204102,500
10,False,500,-56.44030297326143,0.40004294504362675,0.0013262778282165527,500
11,False,500,-61.103927142041876,0.40001648311281895,0.0013525585174560546,500
12,False,500,-57.526331834113776,0.40000211649533984,0.0013207969665527343,500
13,False,500,-56.81522492632623,0.40000096786636086,0.0013182953834533692,500
14,False,500,-58.45192376800027,0.4000008184223558,0.0013267559051513673,500
15,False,500,-60.03010759581067,0.3999965377488702,0.0013500515937805175,500
16,False,500,-59.327986922140276,0.3999979091051005,0.0013534413337707519,500
17,False,500,-56.287598487982734,0.39999971031251924,0.001351345729827881,500
18,False,500,-57.37709321750552,0.39999999093797345,0.001347519588470459,500
19,True,401,-44.8176200911033,0.3999987867779675,0.001327284085887465,500
20,False,500,-55.364856034651076,0.3999983832622568,0.0013506884574890137,500
21,True,434,-39.2802827069669,0.39999993488002955,0.0013353585756606563,500
22,False,500,-57.23684837288037,0.39999831254577645,0.0013335376739501952,500
23,False,500,-59.97583796063685,0.39999550788727106,0.0013470332145690917,500
24,False,500,-62.36204068323728,0.3999999906954767,0.0013882752418518066,500
25,False,500,-54.67471399926913,0.3999983942320994,0.001342332935333252,500
26,False,500,-57.91599365692493,0.39999868235528585,0.0013234968185424805,500
27,False,500,-58.5395122456527,0.3999999980328178,0.0013739709854125976,500
28,False,500,-61.24561396705142,0.3999999575071489,0.001322135353088379,500
29,False,500,-58.34461595445373,0.3999999818974614,0.0013532089233398437,500
30,False,500,-57.38765561360086,0.399998976866881,0.0013287734985351562,500
31,False,500,-55.185539964530086,0.39999992013386065,0.0013285771369934082,500
32,False,500,-57.90586258646675,0.3999992898405424,0.0013212298393249513,500
33,False,500,-62.959203684356524,0.3999999755780414,0.00133563871383667,500
34,False,500,-56.98398890294795,0.3999999901047043,0.0013452084541320801,500
35,True,400,-41.01909049967034,0.3999992259098701,0.0013400529133432684,500
36,False,500,-55.57224433604536,0.39999931582974607,0.0013314948081970216,500
37,False,500,-53.643015300864754,0.39999989599825786,0.0013359341621398927,500
38,False,500,-62.416113173721925,0.3999998310505135,0.0013597875595092773,500
39,True,467,-51.63220320293882,0.39999991321839734,0.0013424267397033117,500
40,False,500,-54.109097474429504,0.3999999994462209,0.0013271841049194335,500
41,False,500,-55.1913539169093,0.39999992359846037,0.0013321059226989746,500
42,False,500,-60.273223325686274,0.39999998536939363,0.0013962891578674316,500
43,False,500,-59.24891655089462,0.39999770582107885,0.0013499557495117187,500
44,False,500,-55.03585566716971,0.39999999806068076,0.0013289695739746093,500
45,False,500,-57.73356091085265,0.3999999984223129,0.001368073081970215,500
46,False,500,-58.333618132403075,0.3999999985186829,0.0014130251884460448,500
47,False,500,-57.1100063585242,0.3999999794748519,0.0013702159881591796,500
48,False,500,-56.68823228242102,0.39999999759421334,0.0013323281288146972,500
